site,easting,northing,year,pH,temperature,BOD,nitrate,phosphate,arable,imp.grass,urban,scaled.med.discharge,richness,ca1.score
S2091,393610,233290,2008,8.1,11.8,1.405,5.04,0.3245,31.57895,36.84211,5.263158,0.005751683,14,-0.194604301
S2093,405825,245152,1998,7.9,12,1.5,12.46183,2.46,63,33,0,0.001743215,16,-0.362398129
S2093,405825,245152,2000,8,11.6,1.5,11.67333,1.06,63,33,0,0.005219207,16,-0.345468893
S2093,405825,245152,2003,7.7,10,1.605,8.765,0.9685,63,33,0,0.004300626,13,-0.427138168
S2093,405825,245152,2004,7.6,11.2,2.24,9.61,2.13,63,33,0,0.002479123,15,-0.291494458
S2093,405825,245152,2006,7.85,11.25,1.765,10.085,0.986,63,33,0,0.002066806,18,-0.464295962
S2093,405825,245152,2008,7.95,12.95,1.385,6.6,0.434,63,33,0,0.005151357,15,-0.126255222
S2097,399522,446764,1991,7.83,9.5,2.2,2.06,0.14,0,68.08510638,1.063829787,0.007297202,12,-0.589109386
S2097,399522,446764,1994,7.92,7.8,1.7,2.325,0.12,0,68.08510638,1.063829787,0.00984768,19,-0.261734098
S2097,399522,446764,1995,7.81,9.55,1.75,1.73,0.13,0,68.08510638,1.063829787,0.016967765,14,-0.159192449
S2097,399522,446764,1996,7.84,11.15,1.8,3.055,0.495,0,68.08510638,1.063829787,0.003537017,13,-0.641715592
S2097,399522,446764,1997,8.02,9.55,2.2,3.095,0.205,0,68.08510638,1.063829787,0.006942968,19,-0.463180583
S2097,399522,446764,1998,8.05,11.15,1.8,3.635,0.44,0,68.08510638,1.063829787,0.009245484,20,-0.432488158
S2097,399522,446764,1999,8.145,8.55,2.1,2.495,0.205,0,68.08510638,1.063829787,0.017676231,20,0.185240145
S2097,399522,446764,2000,7.89,5.6,2.2,2.235,0.21,0,68.08510638,1.063829787,0.013779667,26,-0.166160738
S2097,399522,446764,2004,7.8,10.55,1.8,1.795,0.283,0,68.08510638,1.063829787,0.007297202,26,-0.180982912
S2097,399522,446764,2007,7.65,9.7,1.465,2.85,0.0555,0,68.08510638,1.063829787,0.014169323,19,-0.856558843
S2115,454100,297300,1998,8.05,10.5,2,11.42692139,1.49,61.5819209,30.50847458,7.344632768,0.002577488,22,-0.822247144
S2115,454100,297300,2005,8.1,11.45,1.615,9.205,1.095,61.5819209,30.50847458,7.344632768,0.003507341,24,-0.699818288
S2115,454100,297300,2008,8.1,13.7,1.61,10.2,0.716,61.5819209,30.50847458,7.344632768,0.004429038,23,-0.315779223
S2116,343934,316998,1991,8.1,10,1.5,7.336563,0.485,39.89637,58.54922,1.554404,0.003584071,20,-0.28264481
S2116,343934,316998,1992,8.05,11.5,2,7.040874,0.42,39.89637,58.54922,1.554404,0.003506637,20,-0.296752292
S2116,343934,316998,1993,8,10,2.25,8.322191,0.44,39.89637,58.54922,1.554404,0.004408186,25,-0.465128072
S2116,343934,316998,1994,8.1,9,2,7.967365,0.24,39.89637,58.54922,1.554404,0.005331858,19,-0.017742348
S2116,343934,316998,1995,8.15,10,2,8.075784,0.28,39.89637,58.54922,1.554404,0.006371681,27,-0.09618641
S2116,343934,316998,1996,8.1,11.5,2,7.302066,0.295,39.89637,58.54922,1.554404,0.003678097,19,-0.166896266
S2116,343934,316998,1998,8.1,12.5,2,7.972293,0.43,39.89637,58.54922,1.554404,0.003534292,23,-0.117270629
S2116,343934,316998,2000,8.1,13,1.98,8.355,0.31,39.89637,58.54922,1.554404,0.008108407,22,-0.071291152
S2116,343934,316998,2003,7.5,11.3,1.69,7.385,0.311,39.89637,58.54922,1.554404,0.006327434,28,0.004213375
S2116,343934,316998,2006,7.9,11.05,1.46,6.83,0.2955,39.89637,58.54922,1.554404,0.004435841,28,-0.001440013
S2116,343934,316998,2007,7.75,10.95,1.755,7.83,0.2575,39.89637,58.54922,1.554404,0.006692478,17,0.109725247
S2116,343934,316998,2008,7.6,12.35,1.48,7.285,0.235,39.89637,58.54922,1.554404,0.008185841,24,0.037996717
S2116,343934,316998,2009,7.6,9.6,2.05,5.695,0.2385,39.89637,58.54922,1.554404,0.008075221,19,0.020131913
S2116,343934,316998,2010,7.8,10.05,1.6,6.505,0.2855,39.89637,58.54922,1.554404,0.004646018,24,0.177590645
S2120,343200,315300,1996,7.6,14.5,1.5,1.748048,0.09,4.93405,69.1744,0.5373718,0.005404938,19,-0.112613318
S2120,343200,315300,1998,7.6,12.5,1.5,2.768174,0.06,4.93405,69.1744,0.5373718,0.008938272,20,0.389040196
S2120,343200,315300,1999,7.5,10,1.5,2.57,0.075,4.93405,69.1744,0.5373718,0.01767901,15,0.257504037
S2120,343200,315300,2000,7.55,11.5,1.5,2.105,0.06,4.93405,69.1744,0.5373718,0.0142963,16,0.155643512
S2120,343200,315300,2002,7.5,11.5,1.49,2.14,0.077,4.93405,69.1744,0.5373718,0.01362963,14,0.085863691
S2120,343200,315300,2004,7.75,11.7,1.22,1.74,0.0725,4.93405,69.1744,0.5373718,0.007901235,22,0.238257895
S2120,343200,315300,2006,7.75,10.15,1.075,2.02,0.0644,4.93405,69.1744,0.5373718,0.009333333,16,-0.203121535
S2120,343200,315300,2007,7.85,10.05,1.335,2.295,0.04335,4.93405,69.1744,0.5373718,0.01387654,18,0.217944389
S2120,343200,315300,2010,7.8,13.25,1.45,1.405,0.0415,4.93405,69.1744,0.5373718,0.00908642,24,0.29997221
S2120,343200,315300,2011,7.8,9.25,1.55,1.59,0.052,4.93405,69.1744,0.5373718,0.008192593,22,0.137162136
S2124,372135,276614,1998,7.95,10.5,1.75,4.138198,0.05,42.30769,30.76923,0,0.003161765,17,0.441007717
S2124,372135,276614,2000,8.1,9.05,1.5,4.895,0.06,42.30769,30.76923,0,0.006004902,19,0.765585311
S2124,372135,276614,2003,7.9,7.7,1.5,3.7,0.057,42.30769,30.76923,0,0.003823529,20,0.809477121
S2124,372135,276614,2006,7.85,9.95,1.325,4.35,0.05475,42.30769,30.76923,0,0.003039216,18,0.788543824
S2145,468933,389552,1995,8.1,11,2,10.83554421,1.09,73.4345351,2.087286528,11.19544592,0.004744802,26,-1.213024642
S2145,468933,389552,1997,8.1,11.5,2.75,12.26470572,1.945,73.4345351,2.087286528,11.19544592,0.00241966,13,-1.260144623
S2145,468933,389552,2000,8.2,11.5,2.28,12.685,1.785,73.4345351,2.087286528,11.19544592,0.003355388,21,-0.772462134
S2145,468933,389552,2001,8.2,10.4,2.15,12.05,1.67,73.4345351,2.087286528,11.19544592,0.004253308,22,-1.350179895
S2145,468933,389552,2003,8.14,11,2.635,10.5,0.8865,73.4345351,2.087286528,11.19544592,0.003931947,20,-1.073315107
S2145,468933,389552,2004,8.1,10.6,2.44,10.9,1.25,73.4345351,2.087286528,11.19544592,0.003213611,26,-0.749258152
S2145,468933,389552,2006,8.45,12.45,1.59,10.9,0.3285,73.4345351,2.087286528,11.19544592,0.002608696,26,-1.061926624
S2145,468933,389552,2007,8.25,11.7,1.41,10.15,0.338,73.4345351,2.087286528,11.19544592,0.002722117,29,-1.250914921
S2145,468933,389552,2008,8,15.2,1.37,10.45,0.269,73.4345351,2.087286528,11.19544592,0.003988658,17,-0.956144682
S2150,413697,423246,1992,7.6,8.15,2.2,6.31,0.18,0,58.82352941,23.52941176,0.009447207,8,-0.519773925
S2150,413697,423246,1995,7.68,9.7,2.3,5.225,0.18,0,58.82352941,23.52941176,0.021468266,9,-0.352042224
S2150,413697,423246,1996,7.75,9.3,2.2,5.96,0.36,0,58.82352941,23.52941176,0.007399825,12,-0.632832917
S2150,413697,423246,1997,7.88,10.8,2.7,5.81,0.4,0,58.82352941,23.52941176,0.01009067,14,-0.343140835
S2150,413697,423246,1998,7.925,9.75,2.5,5.89,0.28,0,58.82352941,23.52941176,0.010734133,17,-0.34737614
S2150,413697,423246,1999,7.78,9.95,1.85,5.005,0.29,0,58.82352941,23.52941176,0.020649313,12,-0.222784849
S2150,413697,423246,2000,7.86,9.5,1.5,3.41,0.067,0,58.82352941,23.52941176,0.017081018,17,0.070519697
S2151,387840,290330,1998,7.9,10,3,13.05321,3.78,14.28571,14.28571,71.42857,0.007541713,8,-0.458020264
S2164,362900,331600,1998,7.9,10,1.5,15.02447,0.22,40,60,0,0.004302326,13,-0.17966663
S2164,362900,331600,2000,7.7,9.8,2,16.01009,0.254,40,60,0,0.01015988,22,-0.143558889
S2164,362900,331600,2002,7.7,11.1,2.27,15.71441,0.232,40,60,0,0.00880814,25,-0.202154494
S2164,362900,331600,2004,7.8,10.35,1.49,14.3,0.221,40,60,0,0.006438953,27,-0.266241105
S2165,361747,315621,1991,8,11,2,9.110694,0.61,65.29851,29.10448,3.731343,0.003838028,20,-0.615706018
S2165,361747,315621,1992,7.95,10,2,8.223628,0.665,65.29851,29.10448,3.731343,0.003826291,22,-0.601761307
S2165,361747,315621,1993,7.9,8,2,10.58914,0.39,65.29851,29.10448,3.731343,0.005316901,24,-0.399907422
S2165,361747,315621,1994,7.8,9.5,2,9.968191,0.425,65.29851,29.10448,3.731343,0.005246479,17,-0.255190763
S2165,361747,315621,1995,8.1,11.5,2,9.948478,0.31,65.29851,29.10448,3.731343,0.006232394,20,-0.410356567
S2165,361747,315621,1996,7.9,12,1.5,10.39201,0.39,65.29851,29.10448,3.731343,0.003949531,20,-0.916265243
S2165,361747,315621,1998,7.8,11,2,9.38667,0.46,65.29851,29.10448,3.731343,0.004107981,18,-1.000429574
S2165,361747,315621,1999,7.9,11.5,2,9.68,0.38,65.29851,29.10448,3.731343,0.006525822,15,-0.483905557
S2165,361747,315621,2000,7.9,10.5,1.95,10.73698,0.2995,65.29851,29.10448,3.731343,0.007535211,18,-0.388986949
S2165,361747,315621,2003,7.9,12.5,1.86,9.58,0.3865,65.29851,29.10448,3.731343,0.005798122,18,-0.240244066
S2165,361747,315621,2004,7.85,10.45,1.75,9.685,0.3985,65.29851,29.10448,3.731343,0.004642019,24,-0.242419507
S2165,361747,315621,2006,7.9,12.8,1.69,9.73,0.261,65.29851,29.10448,3.731343,0.004624413,18,-0.344584545
S2165,361747,315621,2007,7.95,9.4,1.5,9.935,0.241,65.29851,29.10448,3.731343,0.005856808,21,-0.533514963
S2171,324241,322888,1996,7.4,10,1.75,2.255647,0.25,0,58.82353,0,0.007052402,17,0.695670461
S2171,324241,322888,1998,7.3,10,1.5,3.196922,0.02,0,58.82353,0,0.0119214,20,0.589725288
S2171,324241,322888,1999,7.3,8,1.5,1.96,0.03,0,58.82353,0,0.02161572,24,0.602465594
S2171,324241,322888,2000,7.45,8.3,1.455,2.425,0.02,0,58.82353,0,0.02165939,20,0.637814371
S2171,324241,322888,2002,7.8,9.9,1.95,1.52,0.071,0,58.82353,0,0.01799127,23,0.549452769
S2171,324241,322888,2003,7.4,9.4,1.54,2.31,0.037,0,58.82353,0,0.01912664,21,0.624750316
S2171,324241,322888,2004,7.6,11.3,1.68,2.25,0.058,0,58.82353,0,0.01355895,13,0.995628284
S2171,324241,322888,2006,7.3,8.7,1.315,2.075,0.09,0,58.82353,0,0.01305677,21,0.856444027
S2171,324241,322888,2007,7.4,9.7,1.245,2.825,0.03095,0,58.82353,0,0.02026201,25,0.593309704
S2171,324241,322888,2008,7.8,10.4,1.31,2.09,0.026,0,58.82353,0,0.01572052,16,0.963340533
S2187,373296,255957,1996,8.1,13,1.5,4.379677,0.17,33.02264,55.59254,0.4660453,0.003483108,29,-0.335511901
S2187,373296,255957,1997,8.15,10,1.5,4.971054,0.16,33.02264,55.59254,0.4660453,0.004472973,25,0.008282819
S2187,373296,255957,1998,8.1,11.5,1.5,4.724647,0.13,33.02264,55.59254,0.4660453,0.004790541,23,-0.060243649
S2187,373296,255957,1999,8.1,9.5,1.5,5.72506,0.1,33.02264,55.59254,0.4660453,0.008108108,31,-0.28800159
S2187,373296,255957,2000,8.1,10.5,1.5,5.8,0.11,33.02264,55.59254,0.4660453,0.009425676,25,-0.160277147
S2187,373296,255957,2002,8.1,7.6,1.43,4.41,0.129,33.02264,55.59254,0.4660453,0.007702703,14,-0.295311411
S2187,373296,255957,2003,8,11.1,1.52,4.45,0.148,33.02264,55.59254,0.4660453,0.008040541,19,0.112752493
S2187,373296,255957,2007,8.05,11.25,1.12,4.66,0.06675,33.02264,55.59254,0.4660453,0.006959459,26,-0.105947206
S2192,450234,327755,2007,8.3,11.5,1.6,12.1,1.142,67.27272727,30.90909091,1.818181818,0.005735294,20,-0.618677113
S2216,413556,350832,1991,7.7,8,1.5,2.704108013,0.05,0,87.67123288,0,0.01037037,17,0.425639456
S2216,413556,350832,1993,7.6,8,1,2.60554515,0.07,0,87.67123288,0,0.016835017,20,0.553459366
S2216,413556,350832,1994,7.6,9,1,2.689323584,0.05,0,87.67123288,0,0.016161616,18,-0.042622733
S2216,413556,350832,1998,7.55,9.5,1,3.103287608,0.03,0,87.67123288,0,0.013131313,17,0.324268166
S2216,413556,350832,1999,7.6,8,1,2.595,0.03,0,87.67123288,0,0.022289562,20,0.457276754
S2216,413556,350832,2004,7.5,10,1.16,2.68,0.052,0,87.67123288,0,0.011178451,25,0.605939225
S2219,437270,268450,1997,7.9,9,1,4.59,1.3,61.78344,35.98726,1.910828,0.00096,27,-0.568161068
S2219,437270,268450,1998,7.95,10.5,1.5,6.72,0.89,61.78344,35.98726,1.910828,0.00103,25,-0.567625731
S2219,437270,268450,1999,7.95,11,1.5,8.515,0.415,61.78344,35.98726,1.910828,0.00286,24,-0.523868061
S2219,437270,268450,2000,8,9.5,1.5,7.115,0.465,61.78344,35.98726,1.910828,0.003318333,22,-0.575216145
S2219,437270,268450,2004,7.8,11.55,1.2,4.87,0.8095,61.78344,35.98726,1.910828,0.00106,27,-0.353671596
S2219,437270,268450,2007,8.05,12.15,1.13,6.185,0.319,61.78344,35.98726,1.910828,0.00148,25,-0.318429049
S2232,459598,378972,1998,8.1,10,2,11.87045427,0.97,77.90697674,2.325581395,16.27906977,0.002701299,12,-0.546652851
S2232,459598,378972,1999,8.1,10.5,2,14.1,0.915,77.90697674,2.325581395,16.27906977,0.005025974,12,-0.798470202
S2243,384568,227891,1994,7.8,12,2,5.35,0.62,44.22883,41.0754,5.488175,0.006356746,7,-1.560874106
S2243,384568,227891,1995,7.9,11.5,2,6.235,0.575,44.22883,41.0754,5.488175,0.008256695,9,-1.466740614
S2243,384568,227891,1996,8.05,12.5,1.75,7.295,0.975,44.22883,41.0754,5.488175,0.003486609,14,-1.076305103
S2243,384568,227891,1997,8,11.5,2,6.65,0.94,44.22883,41.0754,5.488175,0.004507327,13,-1.309918522
S2243,384568,227891,1998,8,13.5,2,6.6,0.975,44.22883,41.0754,5.488175,0.004790298,6,-0.597102371
S2243,384568,227891,1999,7.9,14,2,6.52,0.715,44.22883,41.0754,5.488175,0.008852956,10,-0.427128207
S2243,384568,227891,2002,7.9,14.25,1.89,5.59,0.4225,44.22883,41.0754,5.488175,0.007468418,17,-1.042204344
S2243,384568,227891,2011,8.15,15.15,1.2,6.175,0.298,44.22883,41.0754,5.488175,0.005053057,21,-1.12620379
S2243,384568,227891,2012,8.05,15.9,1.3,5.56,0.252,44.22883,41.0754,5.488175,0.00383527,8,-1.321481281
S2250,386375,261905,1996,8.1,11,2,10.19489,1.99,56.08466,32.27513,10.58201,0.0036875,18,-0.407067667
S2250,386375,261905,1997,8.1,10,2,10.98339,2.58,56.08466,32.27513,10.58201,0.002771739,12,-0.267801314
S2250,386375,261905,1998,8,10,2,10.53986,2.435,56.08466,32.27513,10.58201,0.003021739,18,-0.359405716
S2250,386375,261905,1999,8,10,2,10.67,1.425,56.08466,32.27513,10.58201,0.005043478,19,-0.318435394
S2250,386375,261905,2000,8.05,10.55,2.25,13.245,1.425,56.08466,32.27513,10.58201,0.005559783,17,-0.194377013
S2250,386375,261905,2002,8.1,12.3,1.75,10.49057,1.16,56.08466,32.27513,10.58201,0.005076087,20,-0.331108762
S2250,386375,261905,2003,7.9,10.55,1.635,8.509461,0.85,56.08466,32.27513,10.58201,0.005190217,24,-0.555635237
S2250,386375,261905,2006,7.9,11.9,1.69,9.15,1.0105,56.08466,32.27513,10.58201,0.003891304,21,-0.242503086
S2250,386375,261905,2007,8,11.15,1.21,9.085,1.0125,56.08466,32.27513,10.58201,0.004043478,23,-0.26308634
S2253,410927,319005,2006,7.85,11.3,1.475,4.775,0.264,16.25,78.125,3.125,0.002607362,30,-0.055202655
S2253,410927,319005,2007,7.7,10.45,1.445,4.29,0.223,16.25,78.125,3.125,0.002815951,37,-0.213401853
S2257,425756,257215,1996,7.7,11,2.5,13.15177,2.83,55.56578,30.35879,13.06348,0.001328431,15,-0.358231668
S2257,425756,257215,1997,7.8,10,3,12.95465,3.22,55.56578,30.35879,13.06348,0.000843137,18,-0.360781547
S2257,425756,257215,1998,7.8,12.5,2.25,14.43309,3.17,55.56578,30.35879,13.06348,0.001029412,17,-0.379867604
S2257,425756,257215,1999,7.8,11.5,2.25,12.41255,0.95,55.56578,30.35879,13.06348,0.003294118,17,-0.512481154
S2257,425756,257215,2000,8,12,1.5,13.05321,0.38,55.56578,30.35879,13.06348,0.003818627,17,-0.310020416
S2257,425756,257215,2002,7.85,10.1,1.67,10.83554,0.3535,55.56578,30.35879,13.06348,0.003029412,21,-0.457537999
S2257,425756,257215,2003,7.6,11.85,1.925,10.74,0.3825,55.56578,30.35879,13.06348,0.002588235,16,-0.429274198
S2257,425756,257215,2008,7.9,14.5,1.465,11.75,0.369,55.56578,30.35879,13.06348,0.003745098,13,-0.363409727
S2259,387512,329081,1992,8,8.5,1.5,5.759556765,0.345,20.73170732,71.95121951,0,0.002717265,16,-0.441596139
S2259,387512,329081,1993,7.9,8,2,5.365305313,0.23,20.73170732,71.95121951,0,0.00414832,18,-0.280289202
S2259,387512,329081,1998,8,9,2,5.473724462,0.17,20.73170732,71.95121951,0,0.004171495,20,-0.226549942
S2259,387512,329081,1999,8,10,1.5,7.525,0.16,20.73170732,71.95121951,0,0.006546929,20,-0.307671622
S2259,387512,329081,2000,8,9.75,1.5,8.05,0.16,20.73170732,71.95121951,0,0.007346466,23,-0.259827216
S2259,387512,329081,2005,7.8,10.45,1.42,7.15,0.1955,20.73170732,71.95121951,0,0.005596756,22,-0.309189904
S2259,387512,329081,2007,7.8,8.9,1.35,6.915,0.1695,20.73170732,71.95121951,0,0.006164542,30,-0.194983751
S2259,387512,329081,2008,7.8,9.7,1.5,7.39,0.1425,20.73170732,71.95121951,0,0.00707416,30,0.079783923
S2268,388391,326898,1998,7.9,8,1.5,7.119724274,0.44,21.67832168,74.12587413,0,0.004521472,21,-0.16135281
S2268,388391,326898,2000,7.95,10.25,1.5,8.35,0.2825,21.67832168,74.12587413,0,0.007576687,21,-0.231550161
S2268,388391,326898,2003,7.7,12,1.45,7.8,0.358,21.67832168,74.12587413,0,0.005779141,19,-0.120495664
S2268,388391,326898,2004,7.5,8.85,1.19,7.72,0.365,21.67832168,74.12587413,0,0.004150307,25,-0.079579466
S2268,388391,326898,2006,7.7,11.2,1.75,7.03,0.312,21.67832168,74.12587413,0,0.004631902,30,-0.425180758
S2268,388391,326898,2008,7.7,10.05,1.54,7.485,0.22,21.67832168,74.12587413,0,0.006070552,26,-0.114575443
S2297,465293,347943,1997,7.7,9,2.5,12.56039431,1.405,74.19354839,11.29032258,4.838709677,0.00126087,13,-0.792325195
S2297,465293,347943,1998,7.7,12,2,13.54602294,1.77,74.19354839,11.29032258,4.838709677,0.001202899,12,-0.653821544
S2297,465293,347943,2000,7.8,11,1.5,14.765,1.61,74.19354839,11.29032258,4.838709677,0.001405797,18,-0.543057834
S2297,465293,347943,2001,7.8,9.05,1.72,13.8,1.355,74.19354839,11.29032258,4.838709677,0.002463768,15,-0.485852121
S2297,465293,347943,2002,7.8,10.3,2.325,13.15,0.836,74.19354839,11.29032258,4.838709677,0.002391304,10,-0.657403216
S2297,465293,347943,2003,7.7,10.55,1.56,10.2,0.792,74.19354839,11.29032258,4.838709677,0.002289855,13,-0.627088676
S2297,465293,347943,2004,7.9,12.1,1.67,11.7,0.91,74.19354839,11.29032258,4.838709677,0.001681159,15,-0.287667543
S2297,465293,347943,2005,7.8,11,1.89,10.3,0.785,74.19354839,11.29032258,4.838709677,0.001695652,15,-0.489889398
S2297,465293,347943,2006,7.9,13.9,1.6,11.3,0.926,74.19354839,11.29032258,4.838709677,0.00115942,10,-0.565032164
S2297,465293,347943,2007,8,12.3,1.465,11.65,0.69,74.19354839,11.29032258,4.838709677,0.001652174,17,-0.218201492
S2297,465293,347943,2008,7.85,10.35,1.45,11.05,0.411,74.19354839,11.29032258,4.838709677,0.002586957,18,-0.165332891
S2298,385400,205460,1998,8.15,10,1.5,5.951754,0.04,26.66667,40,6.666667,0.008686869,20,0.117488245
S2298,385400,205460,1999,8.2,11,1,6.395,0.03,26.66667,40,6.666667,0.0139899,17,0.158366234
S2298,385400,205460,2000,8.2,13,1.5,6.25,0.03,26.66667,40,6.666667,0.015,17,0.360404733
S2321,424599,320122,1997,7.9,11,2,10.78626278,3.46,53.125,12.5,34.375,0.005764974,9,-0.302029895
S2321,424599,320122,1998,7.95,11,1.95,10.9833885,2.775,53.125,12.5,34.375,0.007874349,11,-0.08913061
S2321,424599,320122,1999,7.8,10,2,11.22979566,2.555,53.125,12.5,34.375,0.011728516,8,-0.338697218
S2321,424599,320122,2000,7.9,12,1.9,11.37763995,2.45,53.125,12.5,34.375,0.012045898,8,-0.162645107
S2321,424599,320122,2004,7.6,8.8,2.21,11.3,1.75,53.125,12.5,34.375,0.007552083,10,-0.433961116
S2324,414608,350369,1996,8.1,10,1.5,3.827724651,0.25,0,95.45454545,0,0.009512048,21,0.610478671
S2324,414608,350369,2003,8,9.5,1.175,4.44,0.087,0,95.45454545,0,0.022168675,23,0.506597904
S2340,378006,276374,1996,8.1,12,1.5,1.472072,0.25,32.70897,50.66729,2.598923,0.003953757,19,-0.260827159
S2340,378006,276374,1998,8.1,10.5,1.5,3.123,0.04,32.70897,50.66729,2.598923,0.005849711,18,-0.259194819
S2340,378006,276374,1999,8,9,1.5,3.65,0.045,32.70897,50.66729,2.598923,0.01091329,20,-0.035312021
S2340,378006,276374,2000,8,10.1,1.49,3.56,0.049,32.70897,50.66729,2.598923,0.01003468,20,-0.168055292
S2340,378006,276374,2002,8.05,11.15,1.46,2.34,0.0505,32.70897,50.66729,2.598923,0.008716763,15,-0.290464637
S2340,378006,276374,2003,8,9,1.36,2.62,0.043,32.70897,50.66729,2.598923,0.007537572,21,-0.383174141
S2340,378006,276374,2005,8.1,10.8,1.39,3.03,0.04,32.70897,50.66729,2.598923,0.007398844,26,-0.067921571
S2340,378006,276374,2006,8,10.75,1.165,3.8,0.029,32.70897,50.66729,2.598923,0.005803468,27,-0.233173242
S2344,456134,371131,1998,8.05,12,1.5,15.3694359,0.33,93.75,0,0,0.006242236,23,-0.325234696
S2344,456134,371131,2000,8.1,9.9,1.5,16.45,0.05,93.75,0,0,0.008198758,22,-0.295662786
S2344,456134,371131,2002,8.1,9.9,1.62,16.99572314,0.232,93.75,0,0,0.010590062,22,-0.152430941
S2344,456134,371131,2003,8,11.1,2.07,11.85,0.223,93.75,0,0,0.01,22,0.046886295
S2344,456134,371131,2004,7.6,11.75,1.39,13.25,0.2395,93.75,0,0,0.008307453,19,-0.155786117
S2344,456134,371131,2005,7.8,10.5,1.4,14.4,0.239,93.75,0,0,0.008571429,22,-0.270575309
S2344,456134,371131,2006,8.1,11.9,1.67,14.7,0.243,93.75,0,0,0.007049689,21,-0.284059577
S2344,456134,371131,2007,8,9.55,1.215,14.85,0.21,93.75,0,0,0.006490683,16,-0.528040046
S2344,456134,371131,2008,7.9,12.4,1.04,15.5,0.106,93.75,0,0,0.010714286,22,-0.101992074
S2347,479980,362997,2000,8.2,13,1.5,11.69,0.47,98.11320755,0,0,0.009063297,17,-0.257392792
S2347,479980,362997,2002,8.1,12.05,2.15,12.51111288,0.505,98.11320755,0,0,0.008625926,19,-0.320297192
S2347,479980,362997,2005,8.15,13.95,1.83,8.355,0.746,98.11320755,0,0,0.007848378,12,-0.176029968
S2356,378000,304400,2000,8.05,11.5,2,8.575,0.085,80.59701,13.43284,4.477612,0.003897996,22,-0.24190912
S2376,454370,366978,1997,7.55,13,2.75,15.91153165,5.86,83.33333333,0,16.66666667,0.004650794,12,-0.908853528
S2376,454370,366978,1998,7.6,12.5,2.5,16.55219026,5.25,83.33333333,0,16.66666667,0.004777778,11,-0.434874458
S2376,454370,366978,2000,7.7,12.1,2.5,17.48853746,4.12,83.33333333,0,16.66666667,0.006333333,13,-0.651493263
S2376,454370,366978,2003,7.4,12.3,1.64,9.59,0.3475,83.33333333,0,16.66666667,0.008301587,17,-0.520363545
S2376,454370,366978,2006,7.65,13.25,1.865,15.9,0.562,83.33333333,0,16.66666667,0.005873016,11,-0.507844652
S2380,448207,338984,2000,8.3,15,1.5,2.378850565,0.05,47.95321637,23.97660819,25.73099415,0.006083974,14,-0.753478389
S2380,448207,338984,2004,8,11.2,2.05,1.365,0.116,47.95321637,23.97660819,25.73099415,0.004393524,18,-0.501012984
S2380,448207,338984,2007,8.2,12.05,1.39,1.815,0.07305,47.95321637,23.97660819,25.73099415,0.006092206,17,-0.736148305
S2391,349209,305890,1997,8.4,11,1.5,7.169006,0.12,26.37363,58.24176,1.098901,0.003893258,21,-0.159429044
S2391,349209,305890,1998,8,10,1.75,6.454425,0.13,26.37363,58.24176,1.098901,0.004134831,13,-0.057793908
S2391,349209,305890,2000,8,12,1.68,5.36,0.09,26.37363,58.24176,1.098901,0.007542135,19,0.397535213
S2402,419650,252840,2003,7.9,10.5,1.52,7.83,0.388,79.87616,19.19505,0.3095975,0.003479624,18,-0.173506705
S2402,419650,252840,2006,8.3,12,1.115,6.79,0.3825,79.87616,19.19505,0.3095975,0.002423197,28,-0.461078943
S2414,392080,246930,1997,8.1,10,1.5,4.083988,0.86,76.92308,15.38462,7.692308,0.001198718,15,-0.698031714
S2414,392080,246930,2000,8.2,11,2,6.67,0.32,76.92308,15.38462,7.692308,0.004221154,18,-0.821266309
S2416,398200,352104,1991,7.4,11,5,3.196922328,0.29,0,90.57971014,3.623188406,0.005201439,11,-0.633209537
S2416,398200,352104,1993,7.5,10,3,3.394048054,0.13,0,90.57971014,3.623188406,0.007316547,15,-0.548871845
S2416,398200,352104,1994,7.6,8,4,4.290970107,0.185,0,90.57971014,3.623188406,0.005964029,24,-0.014221509
S2416,398200,352104,1995,7.65,8.5,2.5,3.467970201,0.105,0,90.57971014,3.623188406,0.009820144,25,-0.112390016
S2416,398200,352104,1996,7.7,13,3,4.635940127,0.43,0,90.57971014,3.623188406,0.004,22,-0.267551526
S2416,398200,352104,1998,7.7,9,2,5.306167595,0.16,0,90.57971014,3.623188406,0.005510791,19,0.002771466
S2416,398200,352104,1999,7.6,10,2,3.679880357,0.13,0,90.57971014,3.623188406,0.009935252,17,0.310298539
S2416,398200,352104,2000,7.6,9,2.85,3.89,0.14,0,90.57971014,3.623188406,0.00807554,22,0.171871284
S2416,398200,352104,2003,7.6,9.1,2.66,3.405,0.156,0,90.57971014,3.623188406,0.007410072,13,0.375695493
S2416,398200,352104,2004,7.5,10,2.23,5.01,0.199,0,90.57971014,3.623188406,0.00526259,12,-0.247357346
S2416,398200,352104,2005,7.4,9.9,2.205,3.405,0.19,0,90.57971014,3.623188406,0.00942446,19,-0.028328461
S2416,398200,352104,2006,7.5,9.5,2.91,3.53,0.096,0,90.57971014,3.623188406,0.006683453,16,-0.11589904
S2416,398200,352104,2007,7.6,11.4,1.83,4.02,0.0843,0,90.57971014,3.623188406,0.010215827,24,0.411274031
S2436,365810,333105,1996,7.8,10.5,1.5,11.27908,0.695,45.05495,43.95604,3.296703,0.005723542,16,0.018310312
