site,easting,northing,year,pH,temperature,BOD,nitrate,phosphate,arable,imp.grass,urban,scaled.med.discharge,richness,ca1.score
S3446,319898,488181,2005,6.8,11.2,0.25,0.437,0.001,0,0,0,0.03385477,20,0.497881725
S3446,319898,488181,2008,7.45,11.4,0.25,0.326,0.0011,0,0,0,0.03268737,20,0.856413204
S3449,359118,388152,2000,7.715,12.9,2.675,4.475,1.29,62.04819,0.6024096,37.3494,0.01574138,7,-0.852888142
S3449,359118,388152,2001,7.695,11.55,3.03,3.78,0.968,62.04819,0.6024096,37.3494,0.01875369,10,-0.557987551
S3449,359118,388152,2005,7.7,11.4,3.36,4.1,0.997,62.04819,0.6024096,37.3494,0.01665025,9,-0.679820599
S3451,372608,436296,2000,7.765,11.35,2.5,4.595,1.36,0.6309148,56.15142,17.98107,0.01666139,16,-0.385069684
S3451,372608,436296,2003,7.85,10.5,2.235,5.1,1.455,0.6309148,56.15142,17.98107,0.01572785,14,0.046543724
S3451,372608,436296,2006,7.9,10,2.05,6.735,0.365,0.6309148,56.15142,17.98107,0.01208861,21,-0.034101961
S3451,372608,436296,2013,7.945,9.65,1.965,3.49,0.2945,0.6309148,56.15142,17.98107,0.0218038,11,0.787645088
S3451,372608,436296,2014,8.05,10.5,1.79,10.08,0.478,0.6309148,56.15142,17.98107,0.0121519,23,0.188347617
S3452,360641,501513,2004,7.7,6.4,1.07,0.2995,0.025,0,0,0,0.01465371,16,1.302680119
S3455,371741,453583,1998,7.9,7.9,1.5,0.79,0.0094,0,26.08696,0,0,15,0.503614928
S3458,369784,436433,2004,7.7,7,2.08,3.67,0.334,0,84.21053,10.52632,0.00968661,22,0.15632524
S3459,379943,408007,2001,7.67,8.8,2.48,1.46,0.15,0.591716,33.13609,25.44379,0.02311828,10,-0.46489055
S3459,379943,408007,2003,7.85,10.45,3.095,2.38,0.1835,0.591716,33.13609,25.44379,0.01774194,10,-0.191389389
S3459,379943,408007,2004,7.75,9.85,2.855,3.185,0.31,0.591716,33.13609,25.44379,0.01276882,8,-0.578106414
S3459,379943,408007,2005,7.7,10.4,2,2.57,0.218,0.591716,33.13609,25.44379,0.01833333,14,-0.476637693
S3470,393731,395257,2000,7.21,11.2,4,4.49,1.355,0.78125,18.75,26.5625,0.02555752,9,-0.324468092
S3470,393731,395257,2002,7.29,11.1,4.6,3.97,1.27,0.78125,18.75,26.5625,0.02192035,12,-0.693775226
S3470,393731,395257,2004,7.3,11.5,3.9,5.82,1.47,0.78125,18.75,26.5625,0.01617257,9,-0.384075341
S3470,393731,395257,2005,7,11.1,4.23,5.93,1.3,0.78125,18.75,26.5625,0.02224779,11,-0.339613205
S3470,393731,395257,2006,7.2,10.3,4.11,6.85,1.06,0.78125,18.75,26.5625,0.01849558,7,-0.462349706
S3470,393731,395257,2009,7.5,8.3,3.8,3.88,0.422,0.78125,18.75,26.5625,0.02651327,13,-0.158658715
S3470,393731,395257,2017,7.47,9.2,2.045,5.795,0.2445,0.78125,18.75,26.5625,0.01783186,21,-0.097353551
S3470,393731,395257,2019,7.32,14.25,2.435,6.82,0.399,0.78125,18.75,26.5625,0.01451327,13,-0.28429668
S3490,365984,373348,2000,7.82,11,2,6.67,0.7705,24.71132,59.35335,8.775982,0.01100467,13,-0.278350293
S3490,365984,373348,2001,7.835,10.5,2.065,6.28,0.767,24.71132,59.35335,8.775982,0.01409973,6,-0.082970669
S3490,365984,373348,2003,7.9,10.1,2.32,6.12,0.546,24.71132,59.35335,8.775982,0.01007124,14,-0.324797213
S3490,365984,373348,2004,7.78,10.3,2.14,6.92,0.854,24.71132,59.35335,8.775982,0.006202407,9,-0.195806076
S3490,365984,373348,2005,7.55,10.5,1.915,5.82,0.6035,24.71132,59.35335,8.775982,0.01078359,8,0.241465922
S3490,365984,373348,2006,7.8,12.4,1.955,5.425,0.661,24.71132,59.35335,8.775982,0.0088676,11,-0.180659624
S3490,365984,373348,2007,7.8,13,1.71,6.28,0.534,24.71132,59.35335,8.775982,0.01274871,11,-0.10422116
S3492,382270,399292,2000,7.505,11.55,3.06,2.855,0.655,2.047244,21.5748,44.25197,0.01957454,10,-0.484282777
S3492,382270,399292,2001,7.515,10.15,2.73,2.36,0.646,2.047244,21.5748,44.25197,0.024133,9,-0.515219503
S3492,382270,399292,2002,7.535,10.7,2.67,2.59,0.6855,2.047244,21.5748,44.25197,0.01966393,11,-0.415341274
S3492,382270,399292,2003,7.5,11.9,3.03,2.44,0.349,2.047244,21.5748,44.25197,0.0193064,9,-0.562775547
S3492,382270,399292,2004,7.4,10.5,2.75,3.38,0.439,2.047244,21.5748,44.25197,0.01402395,9,-0.707825212
S3492,382270,399292,2005,7.4,11.6,2.95,2.79,0.389,2.047244,21.5748,44.25197,0.01912764,8,-0.682497753
S3492,382270,399292,2006,7.5,8.7,2.62,3.59,0.495,2.047244,21.5748,44.25197,0.01551662,13,-0.453601299
S3492,382270,399292,2009,7.6,9.4,3,3.135,0.2155,2.047244,21.5748,44.25197,0.02234537,9,-0.798427075
S3492,382270,399292,2013,7.8,10.4,1.845,3.455,0.232,2.047244,21.5748,44.25197,0.02645692,19,-0.281665277
S3492,382270,399292,2018,7.625,10.9,2.51,2.895,0.1105,2.047244,21.5748,44.25197,0.02313193,16,-0.176497704
S3493,348618,418505,2004,7.9,10.8,2.91,5.345,1.36,35.48387,28.22581,17.74194,0.01169355,20,-0.171806482
S3495,370230,388755,2000,7.79,11.1,2.5,5.62,1.15,26.13636,54.54545,15.90909,0.008348214,15,-0.284732201
S3495,370230,388755,2002,7.75,10.9,2.36,5.04,1.02,26.13636,54.54545,15.90909,0.0096875,12,-0.315724019
S3495,370230,388755,2003,7.55,9.6,2.515,5.33,0.751,26.13636,54.54545,15.90909,0.009107143,17,-0.117420584
S3495,370230,388755,2004,7.75,8.75,2.35,6.92,1.1165,26.13636,54.54545,15.90909,0.006640625,20,-0.035720854
S3495,370230,388755,2005,7.5,10.8,2.01,5.25,0.62,26.13636,54.54545,15.90909,0.008950893,14,0.034520706
S3495,370230,388755,2006,7.7,10.3,2.06,5.92,0.7355,26.13636,54.54545,15.90909,0.00703125,12,-0.129643736
S3495,370230,388755,2007,7.7,9.3,2.11,5.27,0.512,26.13636,54.54545,15.90909,0.01,22,-0.185165465
S3495,370230,388755,2013,7.8,10,2.44,4.465,0.4565,26.13636,54.54545,15.90909,0.01142857,16,-0.066042703
S3496,358756,406536,1999,6.97,10.8,1.5,0.81,0.05,42.64706,16.17647,14.70588,0.02229656,16,-0.09804775
S3496,358756,406536,2003,7.4,10.1,2.35,0.623,0.042,42.64706,16.17647,14.70588,0.01336347,12,0.00536272
S3511,425903,538603,2005,7.5,9.5,2.5,3.85,0.475,26.37362637,63.18681319,4.945054945,0.004179272,12,0.176845908
S3527,441067,476024,1991,7.91,11,1.9,4.795,0.71,52.42718447,28.15533981,0.970873786,0.001972867,15,-0.299840574
S3527,441067,476024,1995,7.92,12.6,1.6,5.51,0.48,52.42718447,28.15533981,0.970873786,0.004007834,17,-0.495973051
S3527,441067,476024,1996,7.875,13.25,1.75,5.005,0.615,52.42718447,28.15533981,0.970873786,0.002390847,19,-0.32717721
S3527,441067,476024,2000,8.045,10.25,1.65,6.73,0.315,52.42718447,28.15533981,0.970873786,0.005063533,20,-0.2616198
S3527,441067,476024,2004,7.8,9.8,2.3,4.635,0.346,52.42718447,28.15533981,0.970873786,0.002861374,23,-0.32939136
S3527,441067,476024,2007,8.05,9.65,1.445,5.62,0.1805,52.42718447,28.15533981,0.970873786,0.005493456,21,0.030288495
S3543,326450,95550,1991,8.1,11.75,1.7,3.95,0.425,47.2028,48.25175,1.748252,0.006828423,30,0.182579977
S3543,326450,95550,1992,8,9,2.1,4.57,0.25,47.2028,48.25175,1.748252,0.00847487,31,0.097128952
S3543,326450,95550,1994,8,9.2,1.8,4.01,0.26,47.2028,48.25175,1.748252,0.009913345,32,0.267633033
S3543,326450,95550,1995,8.1,11.3,1.4,4.32,0.215,47.2028,48.25175,1.748252,0.01310225,32,0.289161811
S3543,326450,95550,1996,8.2,10,1.5,5.75,0.25,47.2028,48.25175,1.748252,0.01071057,34,0.010231707
S3543,326450,95550,1997,8.2,11.2,1.5,4.65,0.29,47.2028,48.25175,1.748252,0.01008666,29,0.061730662
S3543,326450,95550,1998,8.2,11.7,1.45,4.3,0.27,47.2028,48.25175,1.748252,0.0102253,32,-0.142976328
S3543,326450,95550,1999,8.1,9.7,1.4,4.23,0.28,47.2028,48.25175,1.748252,0.01299827,35,0.030601923
S3543,326450,95550,2000,8.015,9.15,1.6,4.605,0.219,47.2028,48.25175,1.748252,0.01199307,34,0.117495269
S3543,326450,95550,2003,7.7,10.6,2.05,4.355,0.255,47.2028,48.25175,1.748252,0.01337955,32,0.184361868
S3543,326450,95550,2004,7.8,10.5,1.4,4.66,0.15,47.2028,48.25175,1.748252,0.008908146,33,0.075384145
S3543,326450,95550,2007,7.95,9.8,1.15,4.43,0.1305,47.2028,48.25175,1.748252,0.009046794,30,0.04995398
S3543,326450,95550,2010,8.1,12.1,1.5,3.92,0.099,47.2028,48.25175,1.748252,0.01015598,32,0.043772345
S3543,326450,95550,2011,8.3,11.9,1.2,4.02,0.084,47.2028,48.25175,1.748252,0.00797227,33,-0.036848553
S3544,376101,160559,1995,8.1,10.7,1.5,5.88,0.35,37.73585,50.9434,7.54717,0.01282225,26,0.136907847
S3544,376101,160559,2000,8.1,8.9,1.4,5.8,0.57,37.73585,50.9434,7.54717,0.01380597,25,0.215658312
S3544,376101,160559,2004,7.9,11.11,1.4,5.81,1.02,37.73585,50.9434,7.54717,0.006462008,27,0.275115901
S3545,371101,159350,1995,8.1,9.75,1.85,5.86,0.33,34.14634,51.21951,9.756098,0.01418733,26,-0.050130015
S3545,371101,159350,2000,8.1,9.1,1.5,5.83,0.98,34.14634,51.21951,9.756098,0.015427,26,0.201746544
S3545,371101,159350,2004,7.8,10.97,1.4,6.76,1.19,34.14634,51.21951,9.756098,0.006384298,26,0.022059228
S3551,505150,456525,2000,7.865,11.25,1.3,9.42,0.0215,96.94323144,0.873362445,1.746724891,0.007720892,24,-0.610720131
S3552,362323,164092,1995,8.05,10.7,1.95,3.405,0.205,27.67857,70.53571,0.8928571,0.009498069,27,-0.116925843
S3552,362323,164092,2000,8.125,11.4,1.7,3.985,0.261,27.67857,70.53571,0.8928571,0.009420849,24,0.242369993
S3552,362323,164092,2004,7.71,12.14,1.5,3.46,0.463,27.67857,70.53571,0.8928571,0.004752896,23,0.201045095
S3552,362323,164092,2009,8.03,8.975,1.05,3.96,0.153,27.67857,70.53571,0.8928571,0.008262548,23,0.187844267
S3552,362323,164092,2010,8,11.645,1.15,3.735,0.1905,27.67857,70.53571,0.8928571,0.004818533,25,0.115443889
S3552,362323,164092,2012,7.985,10.44,1.15,3.675,0.2225,27.67857,70.53571,0.8928571,0.003467181,32,-0.056744804
S3552,362323,164092,2013,8.05,12.2,1,3.06,0.146,27.67857,70.53571,0.8928571,0.01644788,29,0.235599933
S3556,375680,148450,1995,8.1,10.7,1.55,6.62,0.165,44.82759,51.72414,3.448276,0.01184874,26,0.010382898
S3556,375680,148450,2000,8.05,13.8,1.3,7.15,0.16,44.82759,51.72414,3.448276,0.01273109,24,0.326651703
S3556,375680,148450,2004,7.59,8.985,1.1,6.755,0.2495,44.82759,51.72414,3.448276,0.005428571,30,0.393237015
S3566,378630,167000,1995,8.2,10,1.5,8.385,0.1,58.18182,34.54545,0.9090909,0.007551546,23,0.13042204
S3566,378630,167000,2000,8.25,10.7,1.3,8.87,0.095,58.18182,34.54545,0.9090909,0.01036405,14,-0.006341032
S3566,378630,167000,2006,8.23,11.79,1.36,6.82,0.1495,58.18182,34.54545,0.9090909,0.00507732,23,-0.183218542
S3572,364513,179509,1995,8,10.3,1.6,4.02,0.105,39.02439,9.756098,51.21951,0.007186031,13,-0.296356312
S3572,364513,179509,2000,8,13.6,1.6,3.195,0.165,39.02439,9.756098,51.21951,0.007118872,12,-0.185340385
S3572,364513,179509,2006,7.39,10.675,1.47,2.92,0.2,39.02439,9.756098,51.21951,0.00384822,14,-0.321046968
S3581,366490,170461,1995,8.1,11,1.6,3.105,0.1,14.28571,23.80952,61.90476,0.007703549,16,-0.579043869
S3581,366490,170461,2000,8.25,11.95,1.7,2.725,0.16,14.28571,23.80952,61.90476,0.007620042,17,-0.295291134
S3581,366490,170461,2005,8.115,12.285,1.25,2.33,0.1795,14.28571,23.80952,61.90476,0.005949896,20,-0.312822166
S3593,394099,183184,2000,8.05,10.6,1.4,5.78,0.05,68.96552,27.58621,0,0.00641844,14,-0.473556703
S3593,394099,183184,2002,8.02,9.8,1.1,4.34,0.044,68.96552,27.58621,0,0.003900709,19,-0.043655815
S3594,377903,167870,2000,8.25,9.7,1.3,4.9,0.04,15,80,0,0.0137402,21,0.043643259
S3596,303260,141340,2000,8.25,11,1.3,5.95,0.073,100,0,0,0.0212259,17,0.32395015
S3596,303260,141340,2007,8.36,12.59,0.25,5.59,0.076,100,0,0,0.01592287,14,0.248466612
S3597,392336,188150,1995,8.1,9,1.2,10.98,0.19,65.90909,28.40909,1.136364,0.00611413,35,-0.211798313
S3597,392336,188150,1999,8.05,10.4,1.6,11.48,0.2,65.90909,28.40909,1.136364,0.006589674,32,0.105435923
S3597,392336,188150,2000,8.05,10.55,1.1,10.7,0.23,65.90909,28.40909,1.136364,0.006725543,26,0.042733181
S3597,392336,188150,2002,7.91,10.12,1,8.81,0.354,65.90909,28.40909,1.136364,0.00419837,27,0.325272043
S3597,392336,188150,2003,7.81,9.48,1.5,8.62,0.18,65.90909,28.40909,1.136364,0.006290761,27,-0.047349809
S3597,392336,188150,2006,8.105,12.645,1.155,8.905,0.2575,65.90909,28.40909,1.136364,0.003423913,31,0.19601363
S3599,395694,187708,2000,7.9,11,1.3,7.44,0.03,45.45455,54.54545,0,0.006738197,19,0.022006363
S3606,389930,160810,2000,8.125,11.45,1.85,6.155,0.385,54.43038,39.24051,3.797468,0.006911858,20,-0.426769648
S3606,389930,160810,2005,8.05,11.95,1.6,7.45,0.45,54.43038,39.24051,3.797468,0.005396322,29,-0.561815862
S3606,389930,160810,2011,8.25,12.7,1.2,5.84,0.375,54.43038,39.24051,3.797468,0.004381737,23,-0.356963776
S3616,386109,154134,2000,7.9,10.55,2.9,5.345,0.975,47.36842,36.84211,15.78947,0.005960052,11,-0.761358998
S3616,386109,154134,2002,7.77,11.42,2.3,6.65,1.1,47.36842,36.84211,15.78947,0.005734536,15,-0.559040554
S3617,379050,159950,2000,8.15,11.15,1.5,5.805,0.475,38.94737,50.87719,2.45614,0.01077982,30,0.093062949
S3617,379050,159950,2002,8.11,10.34,2,5.88,0.381,38.94737,50.87719,2.45614,0.008295107,23,0.249137348
S3617,379050,159950,2005,8.09,11.57,1.7,6.55,0.298,38.94737,50.87719,2.45614,0.008409786,26,0.152733825
S3617,379050,159950,2009,8.14,9.98,1.6,4.96,0.141,38.94737,50.87719,2.45614,0.01169725,29,0.324751786
S3621,397710,183826,1995,8.1,10,2.05,6.545,1.9,38.33333,56.66667,5,0.008613861,28,-0.272320815
S3621,397710,183826,2000,8.15,13.4,2.3,8,2.82,38.33333,56.66667,5,0.009356436,23,-0.300758111
S3621,397710,183826,2005,7.78,11.87,1.8,6.94,0.933,38.33333,56.66667,5,0.007953795,22,-0.132996994
S3621,397710,183826,2013,8,12.5,1.3,4.97,0.22,38.33333,56.66667,5,0.01471947,26,-0.296421358
S3625,395550,172900,1995,8.1,10,2.2,6.58,0.43,51.51515,40.40404,5.050505,0.009364919,23,-0.644880054
S3625,395550,172900,2000,8.15,11.3,2.4,6.77,0.413,51.51515,40.40404,5.050505,0.01087198,20,-0.582074039
S3625,395550,172900,2005,8.16,11.01,1.8,7.39,0.198,51.51515,40.40404,5.050505,0.007600806,24,-0.291821808
S3625,395550,172900,2006,8.135,11,2.165,7.8,0.2165,51.51515,40.40404,5.050505,0.007076613,25,-0.613336368
S3625,395550,172900,2013,8.2,10.1,1.3,6.81,0.146,51.51515,40.40404,5.050505,0.01363911,20,-0.217148821
S3626,218630,64900,1999,7.4,9.7,1.2,3.015,0.01,5.172414,72.41379,0,0.02127753,23,0.812937875
S3626,218630,64900,2003,7.31,10.4,1,2.93,0.02,5.172414,72.41379,0,0.02634361,31,0.865216237
S3626,218630,64900,2006,7.105,11.985,0.25,2.435,0.25,5.172414,72.41379,0,0.02396476,29,0.731722003
S3640,352748,146064,2006,8.115,11.845,1.045,5.74,0.037,27.27273,72.72727,0,0.0189011,20,0.40545992
S3647,400913,100663,1996,8,10.7,1.6,7.18,0.02,81.03448,13.21839,0,0.004521246,31,-0.157720995
S3647,400913,100663,1999,8,13.35,1.35,7.805,0.01,81.03448,13.21839,0,0.01031161,33,-0.006375928
S3647,400913,100663,2000,8,12.1,1.2,7.09,0.01,81.03448,13.21839,0,0.006260623,32,0.049411528
S3649,401819,110557,2005,7.77,10.085,1.655,7.99,0.02,82.6087,6.521739,0,0.009308511,34,-0.138275419
S3649,401819,110557,2006,7.89,11.535,1.475,7.42,0.0225,82.6087,6.521739,0,0.005191489,29,-0.121789691
S3649,401819,110557,2007,7.77,11.7,1.3,7.47,0.02,82.6087,6.521739,0,0.008489362,24,-0.011080154
S3654,381435,126095,1995,7.8,10.6,2.3,4.22,0.23,15.68627,82.35294,1.960784,0.0180756,21,-0.610631959
S3654,381435,126095,2000,7.75,10.69,2.05,2.425,0.275,15.68627,82.35294,1.960784,0.015189,21,-0.297651753
S3654,381435,126095,2005,7.515,9.475,2.65,3.48,0.207,15.68627,82.35294,1.960784,0.01147766,20,-0.452358831
S3654,381435,126095,2007,7.765,13.025,1.75,1.635,0.319,15.68627,82.35294,1.960784,0.009793814,19,-0.630619081
S3664,414431,487014,1995,7.955,8.4,1.2,0.915,0.25,0,30.23255814,0,0.025480204,16,1.014160578
S3664,414431,487014,2000,8.27,9.6,1.4,1.36,0.25,0,30.23255814,0,0.020286162,22,0.513440139
S3664,414431,487014,2005,8.2,8.5,1.3,1.79,0.25,0,30.23255814,0,0.01620933,14,0.910980075
S3664,414431,487014,2007,8,11,1.3,1.65,0.25,0,30.23255814,0,0.019012152,21,0.634886471
S3670,382550,114664,1995,8.2,9,1.6,5.41,0.08,60,36,0,0.006843816,21,0.250879016
S3670,382550,114664,1996,8.15,11.6,1.25,5.355,0.095,60,36,0,0.003775569,23,-0.100378279
S3670,382550,114664,2000,8.15,11.4,1.4,6.07,0.1,60,36,0,0.005390939,20,0.018019591
S3670,382550,114664,2002,7.8,12.7,1.3,5.36,0.096,60,36,0,0.004396865,17,-0.154561832
S3670,382550,114664,2005,7.93,9.51,1.2,5.63,0.114,60,36,0,0.004435098,13,-0.055178134
S3679,413135,95733,1991,7.65,13,2.25,5.915,0.635,46.96545,44.16433,4.295051,0.004315005,24,-0.22709128
S3679,413135,95733,1992,7.87,10.2,2.15,6.38,0.41,46.96545,44.16433,4.295051,0.006425909,37,-0.470545512
S3679,413135,95733,1993,7.9,9.7,2.2,5.975,0.39,46.96545,44.16433,4.295051,0.006346692,25,-0.194290485
S3679,413135,95733,1995,7.9,11.8,2.5,5.89,0.28,46.96545,44.16433,4.295051,0.01081081,28,-0.094825735
S3687,175540,37980,1992,7.1,11.1,1.4,5.1,0.02,30.76923,65.38462,0,0.007339623,22,0.809288171
S3687,175540,37980,1993,7.35,10.25,1,5.185,0.015,30.76923,65.38462,0,0.007283019,15,0.393958855
S3687,175540,37980,1999,7.4,10.4,1.3,4.48,0.01,30.76923,65.38462,0,0.018,16,0.667663707
S3687,175540,37980,2000,7.4,11.65,1,4.335,0.01,30.76923,65.38462,0,0.01207547,22,0.83764423
S3687,175540,37980,2002,6.99,12.11,1.25,3.68,0.0205,30.76923,65.38462,0,0.008301887,27,0.980083399
S3687,175540,37980,2005,7.16,11.795,1.1,4.505,0.25,30.76923,65.38462,0,0.01150943,24,0.990732401
S3698,192150,44860,1994,7.3,10.85,1.3,3.805,0.08,43.18182,19.31818,3.409091,0.02218391,12,0.17721367
S3698,192150,44860,1995,7.3,11.6,1.1,3.8,0.06,43.18182,19.31818,3.409091,0.02494253,12,-0.319053237
S3698,192150,44860,1997,7.35,10.15,1.2,3.6,0.08,43.18182,19.31818,3.409091,0.01333333,19,0.012197626
S3698,192150,44860,1999,7.375,11.05,1.25,4.3,0.06,43.18182,19.31818,3.409091,0.02356322,19,0.099316794
S3698,192150,44860,2002,7.085,12.95,1.2,3.535,0.093,43.18182,19.31818,3.409091,0.01344828,18,0.391451972
S3698,192150,44860,2003,6.92,11.7,1.35,4.26,0.063,43.18182,19.31818,3.409091,0.02034483,23,0.331224478
S3698,192150,44860,2004,6.955,12.155,1.15,3.85,0.065,43.18182,19.31818,3.409091,0.01310345,22,0.307973164
S3698,192150,44860,2005,7.18,13.8,1.19,4.25,0.07,43.18182,19.31818,3.409091,0.01517241,20,0.198782621
S3698,192150,44860,2012,7.31,12.8,0.25,3.57,0.081,43.18182,19.31818,3.409091,0.008178161,24,0.717340529
S3701,181600,45220,2000,7.725,11.35,1.1,5.26,0.01,75,20,5,0.01081152,25,0.466732911
S3701,181600,45220,2006,7.52,11.36,1.125,5.33,0.25,75,20,5,0.009371728,27,0.408998346
S3706,242800,87380,1992,7.5,9.75,1.6,1.99,0.03,28.57143,67.85714,0,0.006701389,32,0.584750529
S3706,242800,87380,1994,7.65,8.75,1.3,1.975,0.04,28.57143,67.85714,0,0.01616319,28,0.723596132
S3706,242800,87380,1995,7.75,11,1.2,1.22,0.02,28.57143,67.85714,0,0.01451389,30,0.720405844
S3706,242800,87380,2000,7.625,10.6,1.2,1.96,0.0125,28.57143,67.85714,0,0.01369792,31,0.631402398
S3706,242800,87380,2003,7.42,11.91,1.1,1.36,0.028,28.57143,67.85714,0,0.009392361,30,0.711775346
S3706,242800,87380,2006,7.515,11.09,1.315,1.505,0.0205,28.57143,67.85714,0,0.009045139,31,0.582121655
S3708,238930,84770,1992,7.5,10.3,1.3,1.99,0.03,22.47706,63.76147,0,0.01103634,25,0.599905755
S3708,238930,84770,1994,7.65,9.45,1.45,1.65,0.05,22.47706,63.76147,0,0.02005384,22,1.041600382
S3708,238930,84770,1995,7.7,11.15,1.35,1.485,0.025,22.47706,63.76147,0,0.01893226,29,0.563823967
S3708,238930,84770,1999,7.6,11,1.55,2.33,0.03,22.47706,63.76147,0,0.02175864,26,0.783516551
S3708,238930,84770,2000,7.675,10.4,1.3,2.155,0.01,22.47706,63.76147,0,0.01507402,32,0.611846631
S3708,238930,84770,2003,7.33,11.67,1.2,1.71,0.0225,22.47706,63.76147,0,0.01588156,37,0.521743608
S3708,238930,84770,2004,7.265,9.785,1.65,1.295,0.02,22.47706,63.76147,0,0.007559444,27,0.654374367
S3708,238930,84770,2005,7.345,11.665,1.18,1.85,0.026,22.47706,63.76147,0,0.0107223,29,0.704653775
S3708,238930,84770,2006,7.42,11.75,1.22,1.56,0.021,22.47706,63.76147,0,0.01036339,28,0.623951932
S3713,236180,77100,1995,7.85,11.45,1.25,2.885,0.08,16.66667,75.92593,0,0.03109524,22,0.570216757
S3716,234560,86860,1995,7.6,11.15,1.45,1.825,0.02,47.05882,51.2605,0,0.02014085,32,0.475402274
S3716,234560,86860,2000,7.6,10.75,1.5,2.81,0.0205,47.05882,51.2605,0,0.01378625,26,0.43351623
S3716,234560,86860,2003,7.405,11.28,1.25,2.455,0.027,47.05882,51.2605,0,0.01416736,36,0.432181163
S3716,234560,86860,2006,7.46,11.775,1.145,2.815,0.0245,47.05882,51.2605,0,0.009362055,37,0.376850973
S3722,240220,85020,2005,7.425,11.66,1,2.005,0.25,14.56311,61.16505,0,0.007515528,35,0.815351756
S3728,232790,96960,1995,7.5,10.3,1.6,1.915,0.03,56.25,21.875,0,0.01551499,28,0.535791569
S3728,232790,96960,2000,7.45,11.1,1.6,2.16,0.03,56.25,21.875,0,0.01040417,30,0.513514458
S3728,232790,96960,2004,7.365,10.23,1.3,2.135,0.03,56.25,21.875,0,0.003422425,29,0.551891395
S3731,235560,84920,1991,7.3,11.6,2.2,2.6,0.13,48,48,0.2222222,0.005422071,34,0.344684257
S3731,235560,84920,1992,7.5,10,1.85,2.63,0.11,48,48,0.2222222,0.007091218,23,0.206965631
S3731,235560,84920,1994,7.5,11.55,1.9,2.465,0.065,48,48,0.2222222,0.0143738,33,0.427635806
S3731,235560,84920,1995,7.7,11.4,1.8,2.18,0.07,48,48,0.2222222,0.01637253,29,0.408272118
S3731,235560,84920,2000,7.625,11.15,1.95,2.63,0.055,48,48,0.2222222,0.01151393,31,0.443892842
S3731,235560,84920,2003,7.5,11.88,1.65,2.56,0.0535,48,48,0.2222222,0.01237508,26,0.444492599
S3731,235560,84920,2006,7.53,12.15,1.63,2.47,0.0765,48,48,0.2222222,0.008079949,37,0.094946087
S3733,240010,74820,1992,7.65,10.5,1.75,2.74,0.07,37.06215,55.25424,0.5649718,0.009630276,21,0.512849363
S3733,240010,74820,1994,7.65,10.95,1.8,2.57,0.06,37.06215,55.25424,0.5649718,0.01832261,31,0.758970303
S3733,240010,74820,1995,7.8,9.65,1.4,2.135,0.055,37.06215,55.25424,0.5649718,0.0195223,22,1.083505181
S3733,240010,74820,2000,7.7,10.75,1.6,2.84,0.05,37.06215,55.25424,0.5649718,0.0143418,30,0.4422836
S3733,240010,74820,2004,7.51,10.7,1.75,2.405,0.065,37.06215,55.25424,0.5649718,0.006898244,29,0.60303099
S3736,372374,89583,1995,8.2,11,1.9,5.26,0.26,63.63636,32.72727,3.636364,0.01886408,30,-0.191586327
S3736,372374,89583,2000,8.175,11.95,1.8,5.445,0.33,63.63636,32.72727,3.636364,0.01220874,35,-0.054097991
S3736,372374,89583,2004,8.29,11.48,1.7,7.03,0.1375,63.63636,32.72727,3.636364,0.0101432,25,-0.087113801
S3736,372374,89583,2005,7.99,11.355,1.65,6.61,0.152,63.63636,32.72727,3.636364,0.01164078,30,-0.049331178
S3736,372374,89583,2006,8.05,12.94,1.17,7.035,0.1645,63.63636,32.72727,3.636364,0.00938835,26,-0.042903997
S3748,391413,87635,1994,8.1,10.5,1.7,5.95,0.05,65.76087,25.54348,0,0.01299836,33,-0.088601574
S3748,391413,87635,1995,8.1,10,1.6,6.1,0.04,65.76087,25.54348,0,0.01687602,36,0.078752184
S3748,391413,87635,1996,8,12.3,1.6,6.38,0.04,65.76087,25.54348,0,0.008929547,32,-0.279585081
S3748,391413,87635,2000,8,13,1.4,6.14,0.04,65.76087,25.54348,0,0.009748771,30,-0.340961042
S3748,391413,87635,2003,7.56,11.015,1.4,6.615,0.05,65.76087,25.54348,0,0.01338067,35,-0.030122521
S3748,391413,87635,2006,7.91,11.945,1.015,5.975,0.0425,65.76087,25.54348,0,0.008410705,35,-0.090744164
